Date,Firm,To Grade,From Grade,Action,stock_symbol
2018-07-23 12:04:12,BMO Capital,Market Perform,Market Perform,main,AAPL
2018-07-24 12:04:56,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-08-01 12:33:28,Deutsche Bank,Hold,Hold,main,AAPL
2018-08-01 13:36:48,BMO Capital,Market Perform,Market Perform,main,AAPL
2018-08-01 13:45:34,Canaccord Genuity,Buy,Buy,main,AAPL
2018-08-02 14:14:03,Citigroup,Buy,Buy,main,AAPL
2018-08-21 15:16:49,Bank of America,Buy,Buy,main,AAPL
2018-08-31 11:51:48,Nomura,Neutral,Neutral,main,AAPL
2018-09-04 11:31:14,Canaccord Genuity,Buy,Buy,main,AAPL
2018-09-05 11:20:28,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-09-05 12:43:59,DA Davidson,Buy,Buy,main,AAPL
2018-09-13 12:05:48,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-09-13 17:04:52,Bank of America,Buy,Buy,main,AAPL
2018-09-27 10:42:37,JP Morgan,Overweight,,init,AAPL
2018-09-28 11:59:27,Nomura,Neutral,Neutral,main,AAPL
2018-10-19 09:54:09,Wedbush,Outperform,,init,AAPL
2018-10-29 10:13:15,Jefferies,Buy,,init,AAPL
2018-11-02 12:40:15,Bank of America,Neutral,Buy,down,AAPL
2018-11-02 15:08:19,BMO Capital,Market Perform,Market Perform,main,AAPL
2018-11-02 15:28:42,Citigroup,Buy,Buy,main,AAPL
2018-11-02 16:10:19,Nomura,Neutral,Neutral,main,AAPL
2018-11-02 16:52:42,JP Morgan,Overweight,Overweight,main,AAPL
2018-11-02 17:38:27,Baird,Outperform,Outperform,main,AAPL
2018-11-08 17:25:50,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-11-14 11:50:44,Guggenheim,Neutral,Buy,down,AAPL
2018-11-14 14:32:01,UBS,Buy,Buy,main,AAPL
2018-11-20 12:27:21,Goldman Sachs,Neutral,,reit,AAPL
2018-11-29 14:23:06,Canaccord Genuity,Buy,Buy,main,AAPL
2018-12-04 11:01:06,HSBC,Hold,Buy,down,AAPL
2018-12-06 12:54:17,Rosenblatt,Neutral,,main,AAPL
2018-12-07 12:40:36,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-12-10 15:36:34,Citigroup,Buy,Buy,main,AAPL
2018-12-14 12:14:01,DA Davidson,Buy,Buy,reit,AAPL
2019-01-03 12:07:59,Citigroup,Buy,Buy,main,AAPL
2019-01-03 12:30:28,Macquarie,Neutral,Outperform,down,AAPL
2019-01-03 13:00:12,Bank of America,Neutral,Neutral,reit,AAPL
2019-01-03 13:15:15,Loop Capital,Hold,Buy,down,AAPL
2019-01-03 13:16:37,Wells Fargo,Market Perform,Market Perform,reit,AAPL
2019-01-03 13:28:26,Morgan Stanley,Overweight,Overweight,main,AAPL
2019-01-03 13:32:58,Jefferies,Hold,Buy,down,AAPL
2019-01-03 13:40:38,Wedbush,Outperform,Outperform,main,AAPL
2019-01-03 14:34:50,Baird,Outperform,Outperform,main,AAPL
2019-01-03 14:58:16,Canaccord Genuity,Buy,Buy,main,AAPL
2019-01-03 15:34:53,Nomura,Neutral,Neutral,main,AAPL
2019-01-04 12:27:51,Citigroup,Buy,Buy,main,AAPL
2019-01-30 12:36:14,Nomura,Neutral,Neutral,main,AAPL
2019-01-30 12:42:35,UBS,Buy,Buy,main,AAPL
2019-01-30 12:46:24,Canaccord Genuity,Buy,Buy,main,AAPL
2019-01-30 12:53:02,BMO Capital,Market Perform,Market Perform,main,AAPL
2019-01-30 12:53:24,Morgan Stanley,Overweight,Overweight,main,AAPL
2019-01-30 12:55:15,Citigroup,Buy,Buy,reit,AAPL
2019-01-30 14:14:44,Bank of America,Neutral,Neutral,reit,AAPL
2019-03-11 10:48:11,Bank of America,Buy,Neutral,up,AAPL
2019-03-14 11:28:16,Cowen & Co.,Outperform,,init,AAPL
2019-03-21 11:48:23,Needham,Strong Buy,Buy,up,AAPL
2019-03-21 11:51:35,Wedbush,Outperform,Outperform,main,AAPL
2019-03-21 12:19:38,Citigroup,Buy,Buy,reit,AAPL
2019-03-26 11:04:39,Morgan Stanley,Overweight,Overweight,main,AAPL
2019-03-26 12:00:06,Baird,Outperform,Outperform,main,AAPL
2019-03-26 12:00:24,Canaccord Genuity,Buy,Buy,main,AAPL
2019-03-26 12:27:18,UBS,Buy,Buy,main,AAPL
2019-04-10 10:27:38,HSBC,Reduce,Hold,down,AAPL
2019-04-10 15:46:38,Bank of America,Buy,Buy,reit,AAPL
2019-04-11 12:09:13,Credit Suisse,Neutral,,init,AAPL
2019-04-24 11:32:37,Morgan Stanley,Overweight,Overweight,main,AAPL
2019-04-25 13:55:20,UBS,Buy,Buy,main,AAPL
2019-05-01 12:12:56,Canaccord Genuity,Buy,Buy,main,AAPL
2019-05-01 12:22:07,Bank of America,Buy,Buy,main,AAPL
2019-05-01 12:31:55,Wedbush,Outperform,Outperform,main,AAPL
2019-05-01 12:35:25,Morgan Stanley,Overweight,Overweight,main,AAPL
2019-05-01 12:38:04,Wells Fargo,Market Perform,Market Perform,main,AAPL
2019-05-17 12:02:25,Nomura,Neutral,,main,AAPL
2019-05-23 13:24:34,UBS,Buy,,main,AAPL
2019-05-28 12:46:59,Citi,Buy,,main,AAPL
2019-05-30 11:24:02,Morgan Stanley,Overweight,,main,AAPL
2019-05-30 13:34:53,Morgan Stanley,Overweight,,main,AAPL
2019-06-04 11:09:57,Canaccord Genuity,Buy,,main,AAPL
2019-06-06 11:41:50,Evercore ISI Group,Outperform,,init,AAPL
2019-06-20 10:19:44,Deutsche Bank,Hold,,init,AAPL
2019-07-08 10:53:35,Rosenblatt,Sell,Neutral,down,AAPL
2019-07-09 11:20:54,JP Morgan,Overweight,,main,AAPL
2019-07-17 13:07:43,Goldman Sachs,Neutral,,main,AAPL
2019-07-18 10:30:26,Raymond James,Outperform,Market Perform,up,AAPL
2019-07-19 12:47:55,Nomura,Neutral,,main,AAPL
2019-07-22 13:10:50,Morgan Stanley,Overweight,,main,AAPL
2019-07-29 11:42:07,UBS,Buy,,main,AAPL
2019-07-31 12:46:34,Wedbush,Outperform,,main,AAPL
2019-07-31 12:50:18,Nomura,Neutral,,main,AAPL
2019-07-31 13:20:59,Canaccord Genuity,Buy,,main,AAPL
2019-07-31 13:32:07,Piper Jaffray,Overweight,,main,AAPL
2019-07-31 13:33:32,Cowen & Co.,Outperform,,main,AAPL
2019-07-31 13:37:36,Citigroup,Buy,,main,AAPL
2019-07-31 13:39:36,Bank of America,Buy,,main,AAPL
2019-07-31 13:55:21,Deutsche Bank,Hold,,main,AAPL
2019-08-08 11:26:47,Barclays,Equal-Weight,,init,AAPL
2019-09-11 11:58:07,Bank of America,Buy,,reit,AAPL
2019-09-11 12:13:09,Barclays,Equal-Weight,,main,AAPL
2019-09-11 12:23:48,Needham,Strong Buy,,main,AAPL
2019-09-13 12:52:02,Goldman Sachs,Neutral,,main,AAPL
2019-09-20 11:58:57,Cascend,Buy,,reit,AAPL
2019-09-30 12:19:08,JP Morgan,Overweight,,main,AAPL
2019-10-07 11:09:01,Nomura,Neutral,,main,AAPL
2019-10-09 12:14:43,Canaccord Genuity,Buy,,main,AAPL
2019-10-10 10:12:14,Longbow Research,Buy,Neutral,up,AAPL
2019-10-11 12:58:25,Wedbush,Outperform,,main,AAPL
2019-10-17 11:15:52,Barclays,Equal-Weight,,main,AAPL
2019-10-21 11:32:54,Raymond James,Outperform,,main,AAPL
2019-10-22 12:44:16,Deutsche Bank,Hold,,main,AAPL
2019-10-23 11:48:05,Morgan Stanley,Overweight,,main,AAPL
2019-10-24 10:53:47,UBS,Buy,,main,AAPL
2019-10-25 11:35:18,Cascend,Buy,,reit,AAPL
2019-10-28 12:35:20,Credit Suisse,Neutral,,main,AAPL
2019-10-28 12:56:40,Bank of America,Buy,,main,AAPL
2019-10-28 14:49:10,Jefferies,Buy,,main,AAPL
2019-10-31 11:36:05,Nomura,Neutral,,main,AAPL
2019-10-31 11:42:44,Morgan Stanley,Overweight,,main,AAPL
2019-10-31 11:49:17,UBS,Buy,,main,AAPL
2019-10-31 12:00:53,Wells Fargo,Market Perform,,main,AAPL
2019-10-31 12:02:57,Cascend,Buy,,main,AAPL
2019-10-31 12:30:50,DA Davidson,Buy,,main,AAPL
2019-10-31 12:33:17,Piper Jaffray,Overweight,,main,AAPL
2019-10-31 12:35:45,Barclays,Equal-Weight,,main,AAPL
2019-10-31 12:37:58,Wedbush,Outperform,,main,AAPL
2019-10-31 12:39:09,Canaccord Genuity,Buy,,main,AAPL
2019-10-31 12:41:03,Cowen & Co.,Outperform,,main,AAPL
2019-11-13 11:37:47,RBC Capital,Outperform,,init,AAPL
2019-11-14 13:22:43,Maxim Group,Sell,Hold,down,AAPL
2019-11-15 12:37:06,Wedbush,Outperform,,main,AAPL
2019-11-15 12:39:30,Piper Jaffray,Overweight,,main,AAPL
2019-11-15 13:21:37,JP Morgan,Overweight,,main,AAPL
2019-11-26 14:43:30,Cascend,Buy,,reit,AAPL
2019-12-02 13:33:04,JP Morgan,Overweight,,main,AAPL
2019-12-09 12:21:47,China Renaissance,Buy,,init,AAPL
2019-12-11 16:42:43,Evercore ISI Group,Outperform,,main,AAPL
2019-12-17 14:33:44,Cowen & Co.,Outperform,,main,AAPL
2019-12-20 12:45:18,PiperJaffray,Outperform,,main,AAPL
2019-12-23 12:05:44,Wedbush,Outperform,,main,AAPL
2020-01-03 11:58:00,RBC Capital,Outperform,,main,AAPL
2020-01-03 13:02:34,Bank of America,Buy,,main,AAPL
2020-01-06 11:15:26,Needham,Buy,Strong Buy,down,AAPL
2020-01-06 17:53:05,Cascend,Buy,,reit,AAPL
2020-01-09 16:27:12,Jefferies,Buy,,main,AAPL
2020-01-13 12:43:27,DA Davidson,Buy,,main,AAPL
2020-01-14 10:56:17,Atlantic Equities,Underweight,Neutral,down,AAPL
2020-01-14 13:35:22,UBS,Buy,,main,AAPL
2020-01-15 14:14:43,Canaccord Genuity,Buy,,main,AAPL
2020-01-17 13:00:02,Morgan Stanley,Overweight,,main,AAPL
2020-01-17 13:02:32,Nomura Instinet,Neutral,,main,AAPL
2020-01-23 12:12:55,B of A Securities,Buy,,main,AAPL
2020-01-24 13:21:55,Rosenblatt,Sell,,main,AAPL
2020-01-24 13:26:18,Wedbush,Outperform,,main,AAPL
2020-01-24 13:57:51,Cowen & Co.,Outperform,,main,AAPL
2020-01-27 15:41:31,Deutsche Bank,Hold,,main,AAPL
2020-01-29 11:10:49,Piper Sandler,Overweight,,main,AAPL
2020-01-29 11:43:55,Citigroup,Buy,,main,AAPL
2020-01-29 11:48:17,Raymond James,Outperform,,main,AAPL
2020-01-29 11:54:17,Credit Suisse,Neutral,,main,AAPL
2020-01-29 11:55:43,Cowen & Co.,Outperform,,main,AAPL
2020-01-29 11:58:00,RBC Capital,Outperform,,main,AAPL
2020-01-29 11:59:47,JP Morgan,Overweight,,main,AAPL
2020-01-29 12:01:11,Evercore ISI Group,Outperform,,main,AAPL
2020-01-29 12:26:37,B of A Securities,Buy,,reit,AAPL
2020-01-29 13:04:31,Maxim Group,Hold,Sell,up,AAPL
2020-01-29 13:17:51,Wells Fargo,Equal-Weight,,main,AAPL
2020-01-29 13:31:53,Deutsche Bank,Hold,,main,AAPL
2020-01-29 13:35:11,Monness Crespi Hardt,Buy,,main,AAPL
2020-01-29 14:00:02,Baird,Outperform,,main,AAPL
2020-01-29 14:21:16,Goldman Sachs,Neutral,,main,AAPL
2020-01-29 14:33:52,Nomura,Neutral,,main,AAPL
2020-01-29 14:39:06,DA Davidson,Buy,,main,AAPL
2020-01-29 20:54:17,Cascend,Buy,,reit,AAPL
2020-01-30 16:51:37,B of A Securities,Buy,Hold,up,AAPL
2020-02-18 13:52:47,Barclays,Equal-Weight,,main,AAPL
2020-02-18 15:03:07,Canaccord Genuity,Buy,,main,AAPL
2020-03-02 11:19:00,Oppenheimer,Outperform,Perform,up,AAPL
2020-03-02 16:02:20,Cascend,Buy,,reit,AAPL
2020-03-06 14:24:33,Deutsche Bank,Hold,,main,AAPL
2020-03-10 11:06:33,UBS,Buy,,main,AAPL
2020-03-11 13:02:25,B of A Securities,Buy,,reit,AAPL
2020-03-13 09:32:40,Wells Fargo,Overweight,Equal-Weight,up,AAPL
2020-03-17 11:40:32,Morgan Stanley,Overweight,,main,AAPL
2020-03-17 14:23:04,Jefferies,Buy,,reit,AAPL
2020-03-19 12:49:59,Canaccord Genuity,Buy,,main,AAPL
2020-03-23 14:12:22,Nomura Instinet,Neutral,,main,AAPL
2020-03-25 09:01:08,Deutsche Bank,Buy,Hold,up,AAPL
2020-03-30 13:20:31,UBS,Buy,,main,AAPL
2020-04-03 12:47:10,Credit Suisse,Neutral,,main,AAPL
2020-04-03 13:49:12,Morgan Stanley,Overweight,,main,AAPL
2020-04-08 10:45:06,JP Morgan,Overweight,,main,AAPL
2020-04-09 14:41:41,Nomura,Neutral,,main,AAPL
2020-04-13 12:26:30,Raymond James,Outperform,,main,AAPL
2020-04-16 14:03:23,Deutsche Bank,Buy,,main,AAPL
2020-04-17 09:32:08,Goldman Sachs,Sell,Neutral,down,AAPL
2020-04-23 10:12:51,Daiwa Capital,Outperform,Buy,down,AAPL
2020-04-27 15:22:36,B of A Securities,Buy,,reit,AAPL
2020-05-01 10:45:18,Piper Sandler,Overweight,,main,AAPL
2020-05-01 10:45:32,Cascend,Buy,,main,AAPL
2020-05-01 10:47:20,JP Morgan,Overweight,,main,AAPL
2020-05-01 11:31:36,Morgan Stanley,Overweight,,main,AAPL
2020-05-01 11:40:30,Raymond James,Outperform,,main,AAPL
2020-05-01 12:08:30,B of A Securities,Buy,,reit,AAPL
2020-05-01 13:04:47,UBS,Buy,,main,AAPL
2020-05-01 14:31:22,Nomura Instinet,Neutral,,main,AAPL
2020-05-01 14:33:31,Canaccord Genuity,Buy,,main,AAPL
2020-05-01 14:34:20,DA Davidson,Buy,,main,AAPL
2020-05-12 12:43:18,Wedbush,Outperform,,main,AAPL
2020-05-27 11:37:26,Deutsche Bank,Buy,,main,AAPL
2020-05-27 15:22:19,B of A Securities,Buy,,main,AAPL
2020-06-03 12:21:30,Morgan Stanley,Overweight,,main,AAPL
2020-06-05 12:26:41,Credit Suisse,Neutral,,main,AAPL
2020-06-05 12:43:04,Wedbush,Outperform,,main,AAPL
2020-06-10 11:19:05,Deutsche Bank,Buy,,main,AAPL
2020-06-11 11:04:46,HSBC,Hold,Reduce,up,AAPL
2020-06-11 12:07:07,Wells Fargo,Overweight,,main,AAPL
2020-06-11 12:16:06,B of A Securities,Buy,,main,AAPL
2020-06-16 11:08:47,Citigroup,Buy,,main,AAPL
2020-06-17 11:22:37,RBC Capital,Outperform,,main,AAPL
2020-06-22 14:07:10,Cowen & Co.,Outperform,,main,AAPL
2020-06-23 11:57:21,Baird,Outperform,,main,AAPL
2020-06-23 15:44:48,Bernstein,Market Perform,,main,AAPL
2020-06-23 15:49:39,Deutsche Bank,Buy,,main,AAPL
2020-06-23 15:51:49,UBS,Buy,,main,AAPL
2020-06-25 09:00:31,Wedbush,Outperform,,main,AAPL
2020-07-07 11:42:52,Raymond James,Outperform,,reit,AAPL
2020-07-07 15:04:24,Cascend,Buy,,main,AAPL
2020-07-13 11:47:09,Wedbush,Outperform,,main,AAPL
2020-07-13 12:32:14,Morgan Stanley,Overweight,,main,AAPL
2020-07-15 10:22:07,Needham,Buy,,main,AAPL
2020-07-24 15:54:02,Wolfe Research,Underperform,,init,AAPL
2020-07-29 14:37:18,Credit Suisse,Neutral,,main,AAPL
2020-07-31 10:58:34,Wedbush,Outperform,,main,AAPL
2020-07-31 11:08:39,Citigroup,Buy,,main,AAPL
2020-07-31 11:26:33,UBS,Buy,,main,AAPL
2020-07-31 11:40:23,Raymond James,Outperform,,main,AAPL
2020-07-31 11:50:15,Morgan Stanley,Overweight,,main,AAPL
2020-07-31 12:26:26,Credit Suisse,Neutral,,main,AAPL
2020-07-31 13:42:01,Canaccord Genuity,Buy,,main,AAPL
2020-07-31 15:00:10,Cascend,Buy,,main,AAPL
2020-08-05 15:21:52,B of A Securities,Neutral,Buy,down,AAPL
2020-08-05 15:23:55,Wells Fargo,Overweight,,main,AAPL
2020-08-10 08:58:04,Wedbush,Outperform,,main,AAPL
2020-08-24 11:54:29,Morgan Stanley,Overweight,,main,AAPL
2020-08-25 17:07:40,Cowen & Co.,Outperform,,main,AAPL
2020-08-26 11:20:42,Wedbush,Outperform,,main,AAPL
2020-08-31 12:07:36,Wedbush,Outperform,,main,AAPL
2020-08-31 16:24:32,Argus Research,Buy,,main,AAPL
2020-09-01 12:50:49,Bank of America,Neutral,,reit,AAPL
2020-09-01 13:37:30,JP Morgan,Overweight,,main,AAPL
2020-09-01 15:51:39,B of A Securities,Neutral,,main,AAPL
2020-09-14 14:30:59,Cowen & Co.,Outperform,,main,AAPL
2020-09-14 14:31:16,Morgan Stanley,Overweight,,main,AAPL
2020-09-14 14:33:28,Wells Fargo,Overweight,,main,AAPL
2020-09-14 14:33:45,Canaccord Genuity,Buy,,main,AAPL
2020-09-14 14:34:04,Cascend,Buy,,main,AAPL
2020-09-14 14:35:57,Citigroup,Buy,,main,AAPL
2020-09-14 14:36:16,Credit Suisse,Neutral,,main,AAPL
2020-09-14 14:36:35,Raymond James,Outperform,,main,AAPL
2020-09-14 14:37:00,UBS,Buy,,main,AAPL
2020-09-14 14:37:15,Wolfe Research,Underperform,,init,AAPL
2020-09-16 10:33:21,Needham,Buy,,main,AAPL
2020-09-17 14:55:17,Jefferies,Buy,,main,AAPL
2020-09-21 16:02:35,Citigroup,Buy,,main,AAPL
2020-09-22 11:24:07,Raymond James,Outperform,,main,AAPL
2020-09-23 08:56:21,Needham,Buy,,main,AAPL
2020-09-23 08:57:47,Baird,Outperform,,main,AAPL
2020-09-23 08:58:47,Bernstein,Market Perform,,main,AAPL
2020-09-23 08:59:44,Deutsche Bank,Buy,,main,AAPL
2020-09-23 09:00:33,RBC Capital,Outperform,,main,AAPL
2020-09-23 09:01:18,HSBC,Hold,Reduce,up,AAPL
2020-09-23 09:02:37,DA Davidson,Buy,,main,AAPL
2020-09-23 09:03:31,Nomura Instinet,Neutral,,main,AAPL
2020-09-23 09:04:38,Piper Sandler,Overweight,,main,AAPL
2020-09-23 09:05:37,Daiwa Capital,Outperform,Buy,down,AAPL
2020-09-23 09:06:50,Goldman Sachs,Sell,Neutral,down,AAPL
2020-09-23 09:08:23,Nomura,Neutral,,main,AAPL
2020-09-23 09:10:01,Jefferies,Buy,,reit,AAPL
2020-09-23 09:10:52,Oppenheimer,Outperform,Perform,up,AAPL
2020-09-23 09:11:47,Barclays,Equal-Weight,,main,AAPL
2020-09-23 09:12:22,Phillip Securities,Neutral,Accumulate,down,AAPL
2020-09-23 09:13:23,Hudson Square,Buy,,main,AAPL
2020-09-23 09:13:37,Evercore ISI Group,Outperform,,main,AAPL
2020-09-23 09:13:48,"Crowell, Weedon & Co.",Buy,,main,AAPL
2020-09-23 09:14:38,Monness Crespi Hardt,Buy,,main,AAPL
2020-09-23 09:14:48,Telsey Advisory Group,Outperform,,main,AAPL
2020-09-23 09:15:09,"Monness, Crespi, Hardt",Buy,,main,AAPL
2020-09-23 09:15:32,Rosenblatt,Sell,,main,AAPL
2020-09-23 09:15:33,Topeka,Buy,,main,AAPL
2020-09-23 09:15:51,Scotiabank,Sector Perform,Outperform,down,AAPL
2020-09-23 09:16:14,Credit Agricole,Outperform,Buy,down,AAPL
2020-09-23 09:16:27,Lazard,Buy,,init,AAPL
2020-09-23 09:16:51,PiperJaffray,Outperform,,main,AAPL
2020-09-23 09:17:15,Sterne Agee,Buy,,main,AAPL
2020-09-23 09:17:23,China Renaissance,Buy,,init,AAPL
2020-09-23 09:17:34,ABG Sundal Collier,Sell,Hold,down,AAPL
2020-09-23 09:18:02,Global Equities Research,Overweight,,main,AAPL
2020-09-23 09:18:11,Piper Jaffray,Overweight,,main,AAPL
2020-09-23 09:18:24,Janney Capital,Buy,,main,AAPL
2020-09-23 09:18:52,Stifel,Buy,,main,AAPL
2020-09-23 09:19:04,Longbow Research,Buy,Neutral,up,AAPL
2020-09-23 09:19:23,Oracle Investment Research,Strong Buy,,main,AAPL
2020-09-23 09:19:38,BGC Financial,Hold,Buy,down,AAPL
2020-09-23 09:19:56,Citi,Buy,,main,AAPL
2020-09-23 09:20:05,ISI Group,Buy,Strong Buy,down,AAPL
2020-09-23 09:20:34,Evercore Partners,Overweight,,main,AAPL
2020-09-23 09:20:45,BMO Capital,Market Perform,Market Perform,main,AAPL
2020-09-23 09:21:26,Berenberg,Buy,,main,AAPL
2020-09-23 09:21:41,Argus,Buy,Buy,main,AAPL
2020-09-23 09:22:00,Cantor Fitzgerald,Buy,,main,AAPL
2020-09-23 09:22:18,Susquehanna,Positive,,main,AAPL
2020-09-23 09:22:24,KeyBanc,Sector Weight,Overweight,down,AAPL
2020-09-23 09:23:31,Societe Generale,Buy,Hold,up,AAPL
2020-09-23 09:25:37,Mizuho,Neutral,Buy,down,AAPL
2020-09-23 09:26:42,BTIG Research,Buy,Buy,main,AAPL
2020-09-23 09:27:52,CLSA,Buy,,main,AAPL
2020-09-23 09:28:49,FBN Securities,Outperform,,main,AAPL
2020-09-23 09:30:06,FBR Capital,Outperform,,main,AAPL
2020-09-23 09:31:25,JMP Securities,Outperform,,main,AAPL
2020-09-23 09:32:35,Pacific Crest,Sector Weight,Overweight,down,AAPL
2020-09-24 00:10:26,Wedbush,Outperform,,main,AAPL
2020-10-12 11:23:23,RBC Capital,Outperform,,main,AAPL
2020-10-14 12:07:26,Morgan Stanley,Overweight,,main,AAPL
2020-10-14 12:54:46,Credit Suisse,Neutral,,main,AAPL
2020-10-22 15:49:26,Piper Sandler,Overweight,,main,AAPL
2020-10-30 11:41:26,Raymond James,Outperform,,main,AAPL
